"","ENTREZID","SYMBOL","ENSEMBL","SRR7251660","SRR7251661","SRR7251662","SRR7251664","SRR7251665","SRR7251667","SRR7251668","SRR7251670"
"20025","64745","METTL17","ENSG00000165792",13,62,47,20,142,0,12,0
"20026","64746","ACBD3","ENSG00000182827",26,89,78,23,105,9,61,6
"20027","64747","MFSD1","ENSG00000118855",232,643,138,104,128,2,26,2
"20029","64748","PLPPR2","ENSG00000105520",14,26,61,11,52,0,6,1
"20030","64750","SMURF2","ENSG00000108854",5,5,4,6,1,0,1,0
"20031","64753","CCDC136","ENSG00000128596",4,15,14,1,30,0,6,0
"20032","64754","SMYD3","ENSG00000185420",26,75,16,5,50,0,7,0
"20033","64755","RUSF1","ENSG00000140688",10,63,55,11,82,1,7,1
"20034","64756","ATPAF1","ENSG00000123472",9,33,19,11,31,1,5,1
"20035","64757","MTARC1","ENSG00000186205",4,7,19,2,13,1,8,0
"20037","64759","TNS3","ENSG00000136205",59,84,144,23,139,3,47,1
"20039","64760","FHIP2B","ENSG00000158863",17,94,94,11,164,0,13,0
"20040","64761","PARP12","ENSG00000059378",13,104,114,45,245,3,30,1
"20041","64762","GAREM1","ENSG00000141441",1,1,2,0,0,0,0,0
"20042","64763","ZNF574","ENSG00000105732",3,10,14,8,10,2,1,3
"20043","64764","CREB3L2","ENSG00000182158",30,103,150,29,334,6,54,7
"20044","64766","S100PBP","ENSG00000116497",7,124,91,26,243,7,29,6
"20045","64768","IPPK","ENSG00000127080",4,17,16,1,35,2,6,2
"20046","64769","MEAF6","ENSG00000163875",13,60,28,13,72,2,10,4
"20048","64770","CCDC14","ENSG00000175455",23,152,118,9,226,3,45,1
"20049","64771","ILRUN","ENSG00000196821",70,172,125,48,281,4,49,4
"20050","64772","ENGASE","ENSG00000167280",40,128,143,32,143,2,23,2
"20051","64773","PCED1A","ENSG00000132635",11,70,73,6,92,0,3,0
"20052","64776","C11orf1","ENSG00000137720",0,0,0,0,0,0,0,0
"20053","64777","RMND5B","ENSG00000145916",1,24,34,9,45,3,11,0
"20054","64778","FNDC3B","ENSG00000075420",25,166,280,56,366,43,139,20
"20055","64779","MTHFSD","ENSG00000103248",3,35,18,3,38,0,4,1
"20057","64780","MICAL1","ENSG00000135596",67,232,304,49,393,15,58,10
"20058","64781","CERK","ENSG00000100422",21,208,158,46,379,15,52,14
"20059","64782","AEN","ENSG00000181026",8,42,16,4,37,1,6,0
"20060","64783","RBM15","ENSG00000162775",22,123,121,25,275,8,30,6
"20061","64784","CRTC3","ENSG00000140577",32,160,146,28,226,6,64,8
"20062","64785","GINS3","ENSG00000181938",4,0,0,2,3,0,1,0
"20064","64786","TBC1D15","ENSG00000121749",120,206,88,25,191,7,136,8
"20065","64787","EPS8L2","ENSG00000177106",0,6,0,1,4,0,0,0
"20066","64788","LMF1","ENSG00000103227",5,57,48,8,71,0,7,0
"20067","64789","EXO5","ENSG00000164002",4,14,6,1,14,0,3,0
"20068","64792","IFT22","ENSG00000128581",4,2,0,0,0,0,3,0
"20069","64793","CEP85","ENSG00000130695",17,48,26,5,101,1,23,0
"20070","64794","DDX31","ENSG00000125485",13,40,25,1,55,0,7,1
"20072","64795","RMND5A","ENSG00000153561",90,209,110,56,188,14,53,7
"20074","64798","DEPTOR","ENSG00000155792",0,2,1,0,3,0,2,0
"20075","64799","IQCH","ENSG00000103599",17,5,2,0,10,0,0,0
"20078","64800","EFCAB6","ENSG00000186976",14,3,2,0,5,0,0,0
"20079","64801","ARV1","ENSG00000173409",4,13,7,4,11,0,2,1
"20080","64802","NMNAT1","ENSG00000173614",12,9,19,4,31,1,2,0
"20081","64805","P2RY12","ENSG00000169313",104,197,46,36,41,0,9,1
"20082","64806","IL25","ENSG00000166090",2,0,0,0,0,0,0,0
"20083","64816","CYP3A43","ENSG00000021461",4,0,1,3,0,0,0,0
"20086","64834","ELOVL1","ENSG00000066322",16,24,41,12,59,1,4,0
"20087","64837","KLC2","ENSG00000174996",10,32,19,6,51,2,7,0
"20088","64838","FNDC4","ENSG00000115226",0,0,0,0,0,0,0,0
"20089","64839","FBXL17","ENSG00000145743",134,109,46,144,100,74,73,0
"20091","64840","PORCN","ENSG00000102312",0,0,0,0,0,0,0,0
"20092","64841","GNPNAT1","ENSG00000100522",1,45,22,2,63,1,9,0
"20093","64843","ISL2","ENSG00000159556",0,0,1,0,2,0,0,0
"20094","64844","MARCHF7","ENSG00000136536",26,293,183,31,402,31,164,12
"20095","64847","SPATA20","ENSG00000006282",10,44,32,4,31,2,1,0
"20096","64848","YTHDC2","ENSG00000047188",17,276,151,27,328,7,95,5
"20097","64849","SLC13A3","ENSG00000158296",4,1,0,0,4,0,0,0
"20098","64850","ETNPPL","ENSG00000164089",0,0,0,0,0,0,0,0
"20099","64852","TUT1","ENSG00000149016",6,31,22,9,38,4,3,0
"20100","64852","TUT1","ENSG00000255508",6,31,22,9,38,4,3,0
"20101","64853","AIDA","ENSG00000186063",5,43,19,3,54,5,7,0
"20102","64854","USP46","ENSG00000109189",21,45,20,4,98,4,10,0
"20103","64855","NIBAN2","ENSG00000136830",7,30,47,16,39,4,12,1
"20104","64856","VWA1","ENSG00000179403",1,0,0,2,1,0,0,1
"20105","64857","PLEKHG2","ENSG00000090924",29,94,115,22,188,7,184,4
"20106","64858","DCLRE1B","ENSG00000118655",13,14,15,7,12,0,2,0
"20107","64859","NABP1","ENSG00000173559",30,141,131,26,261,99,82,42
"20108","64860","ARMCX5","ENSG00000125962",0,15,15,4,24,1,2,2
"20109","64863","METTL4","ENSG00000101574",2,57,16,2,78,1,13,0
"20110","64864","RFX7","ENSG00000181827",23,169,147,24,316,10,78,5
"20111","64866","CDCP1","ENSG00000163814",4,0,7,1,10,0,0,0
"20118","64881","PCDH20","ENSG00000280165",10,0,0,0,0,0,0,0
"20120","64895","PAPOLG","ENSG00000115421",21,105,110,8,167,10,43,6
"20121","64897","C12orf43","ENSG00000157895",9,24,10,1,27,0,5,0
"20125","64900","LPIN3","ENSG00000132793",0,3,0,0,0,0,0,0
"20126","64901","RANBP17","ENSG00000204764",20,15,3,3,4,0,1,0
"20127","64902","AGXT2","ENSG00000113492",4,0,0,0,0,0,1,0
"20131","64919","BCL11B","ENSG00000127152",52,720,242,84,526,31,205,13
"20133","64921","CASD1","ENSG00000127995",7,83,30,15,95,4,23,1
"20134","64922","LRRC19","ENSG00000184434",7,8,2,0,10,0,0,0
"20135","64924","SLC30A5","ENSG00000145740",35,110,55,14,82,0,19,0
"20136","64925","CCDC71","ENSG00000177352",1,19,15,5,19,0,4,1
"20137","64926","RASAL3","ENSG00000105122",42,188,170,52,244,3,41,2
"20139","64927","TTC23","ENSG00000103852",6,2,0,0,3,1,0,0
"20140","64928","MRPL14","ENSG00000180992",0,9,4,11,14,0,0,0
"20148","64940","STAG3L4","ENSG00000106610",2,29,24,4,43,2,8,2
"20149","64943","NT5DC2","ENSG00000168268",0,4,13,1,1,0,3,4
"20151","64946","CENPH","ENSG00000153044",0,13,6,1,13,2,6,0
"20152","64949","MRPS26","ENSG00000125901",3,16,7,5,19,0,2,0
"20154","64951","MRPS24","ENSG00000062582",0,0,0,0,0,0,0,0
"20156","64960","MRPS15","ENSG00000116898",1,13,13,5,24,2,11,1
"20157","64963","MRPS11","ENSG00000181991",5,10,11,0,20,0,8,0
"20158","64965","MRPS9","ENSG00000135972",2,27,39,5,41,1,15,0
"20159","64968","MRPS6","ENSG00000243927",8,38,12,4,38,0,8,0
"20160","64969","MRPS5","ENSG00000144029",7,57,72,6,97,1,22,0
"20162","64975","MRPL41","ENSG00000182154",2,14,14,7,4,0,1,0
"20163","64976","MRPL40","ENSG00000185608",1,6,10,3,12,0,2,0
"20164","64978","MRPL38","ENSG00000204316",0,0,2,1,2,0,0,0
"20165","64979","MRPL36","ENSG00000171421",2,4,1,1,4,0,1,0
"20167","64981","MRPL34","ENSG00000130312",10,12,7,8,13,0,3,0
"20168","64983","MRPL32","ENSG00000106591",8,27,28,16,53,1,16,1
"20178","65003","MRPL11","ENSG00000174547",3,8,8,7,16,2,4,0
"20179","65005","MRPL9","ENSG00000143436",8,20,31,15,52,2,14,3
"20180","65008","MRPL1","ENSG00000169288",5,19,14,3,36,1,9,1
"20181","65009","NDRG4","ENSG00000103034",5,5,1,0,2,1,0,0
"20182","65010","SLC26A6","ENSG00000225697",0,11,12,1,19,0,0,0
"20183","65012","SLC26A10","ENSG00000135502",0,0,1,0,0,0,0,0
"20184","65018","PINK1","ENSG00000158828",23,28,34,15,65,1,1,0
"20192","65055","REEP1","ENSG00000068615",21,3,4,1,1,0,1,0
"20193","65056","GPBP1","ENSG00000062194",74,388,198,52,520,25,110,9
"20194","65057","ACD","ENSG00000102977",10,12,15,6,33,0,2,0
"20195","65059","RAPH1","ENSG00000173166",20,31,37,11,108,1,16,2
"20197","65061","CDK15","ENSG00000138395",7,0,0,0,0,0,0,0
"20198","65062","TMEM237","ENSG00000155755",19,9,5,5,5,1,1,0
"20200","65065","NBEAL1","ENSG00000144426",18,106,91,10,208,2,44,3
"20204","65072","CFLAR-AS1","ENSG00000226312",1,38,25,0,85,0,18,1
"20205","65078","RTN4R","ENSG00000040608",0,4,3,0,0,0,0,0
"20208","65080","MRPL44","ENSG00000135900",5,18,17,9,32,2,10,0
"20209","65082","VPS33A","ENSG00000139719",3,34,34,5,76,1,11,0
"20210","65083","NOL6","ENSG00000165271",7,79,60,23,126,0,11,2
"20211","65084","TMEM135","ENSG00000166575",32,71,55,13,78,5,20,1
"20213","65094","JMJD4","ENSG00000081692",4,9,5,2,7,1,0,0
"20214","65095","KRI1","ENSG00000129347",17,156,91,19,144,2,32,0
"20217","65108","MARCKSL1","ENSG00000175130",11,21,21,7,36,4,8,1
"20218","65109","UPF3B","ENSG00000125351",13,74,47,5,76,4,39,2
"20220","65110","UPF3A","ENSG00000169062",17,47,28,12,87,0,16,0
"20221","65117","RSRC2","ENSG00000111011",17,227,138,68,226,17,141,5
"20223","65121","PRAMEF1","ENSG00000116721",0,0,0,0,0,0,0,0
"20224","65122","PRAMEF2","ENSG00000120952",0,0,0,0,0,0,0,0
"20225","65122","PRAMEF2","ENSG00000282817",0,0,0,0,0,0,0,0
"20226","65123","INTS3","ENSG00000143624",0,0,0,0,0,0,0,0
"20227","65123","INTS3","ENSG00000262826",0,0,0,0,0,0,0,0
"20228","65124","SOWAHC","ENSG00000198142",5,3,4,6,1,1,0,1
"20229","65125","WNK1","ENSG00000060237",176,1011,1168,196,1754,85,468,54
"20243","65217","PCDH15","ENSG00000150275",19,0,0,1,0,0,0,0
"20245","65220","NADK","ENSG00000008130",86,109,138,53,182,13,32,8
"20249","65243","ZFP69B","ENSG00000187801",0,8,3,2,10,1,5,0
"20250","65244","SPATS2","ENSG00000123352",14,48,14,6,38,2,10,0
"20251","65249","ZSWIM4","ENSG00000132003",6,9,8,7,16,4,6,1
"20252","65249","ZSWIM4","ENSG00000288360",6,9,8,7,16,4,6,1
"20254","65250","CPLANE1","ENSG00000197603",26,150,110,16,235,1,49,3
"20255","65251","ZNF649","ENSG00000198093",10,34,24,0,37,0,15,0
"20256","65258","MPPE1","ENSG00000154889",2,18,23,9,37,0,5,1
"20258","65260","COA7","ENSG00000162377",0,30,13,4,23,0,4,2
"20259","65263","PYCR3","ENSG00000104524",0,7,7,0,2,0,1,0
"20260","65263","PYCR3","ENSG00000276657",0,7,7,0,2,0,1,0
"20261","65264","UBE2Z","ENSG00000159202",25,90,86,31,161,1,32,4
"20262","65265","C8orf33","ENSG00000182307",4,25,16,4,25,1,5,4
"20263","65266","WNK4","ENSG00000126562",0,1,1,0,9,0,0,0
"20264","65267","WNK3","ENSG00000196632",0,0,0,0,0,0,0,0
"20265","65268","WNK2","ENSG00000165238",0,0,0,0,1,2,0,0
"20446","65975","STK33","ENSG00000130413",5,1,0,3,9,0,1,0
"20447","65977","PLEKHA3","ENSG00000116095",2,26,15,5,34,1,11,2
"20448","65979","PHACTR4","ENSG00000204138",13,123,135,12,197,8,61,5
"20451","65980","BRD9","ENSG00000028310",28,121,82,26,204,1,45,4
"20452","65981","CAPRIN2","ENSG00000110888",4,106,92,15,250,2,38,3
"20453","65982","ZSCAN18","ENSG00000121413",10,77,15,8,46,0,3,0
"20454","65983","GRAMD2B","ENSG00000155324",5,12,10,0,14,1,6,1
"20455","65985","AACS","ENSG00000081760",9,17,8,7,51,0,9,0
"20456","65986","ZBTB10","ENSG00000205189",50,78,76,59,80,48,143,19
"20457","65987","KCTD14","ENSG00000151364",0,0,0,0,0,0,0,0
"20458","65988","ZNF747","ENSG00000169955",0,4,13,1,15,0,1,1
"20459","65989","DLK2","ENSG00000171462",1,13,16,1,3,0,2,1
"20461","65990","ANTKMT","ENSG00000103254",7,10,5,3,2,0,0,0
"20462","65991","FUNDC2","ENSG00000165775",0,0,0,0,0,0,0,0
"20463","65992","DDRGK1","ENSG00000198171",12,51,58,10,41,0,18,3
"20464","65993","MRPS34","ENSG00000074071",11,29,29,11,18,0,5,0
"20465","65996","CENPBD2P","ENSG00000213753",0,33,12,6,20,4,3,0
"20466","65997","RASL11B","ENSG00000128045",10,0,1,0,1,0,1,1
"20467","65998","ZFTA","ENSG00000188070",13,8,13,0,17,0,0,0
"20468","65999","LRRC61","ENSG00000127399",0,6,10,0,2,0,1,0
"20470","66000","TMEM108","ENSG00000144868",9,2,1,2,4,0,0,0
"20471","66002","CYP4F12","ENSG00000186204",0,0,2,1,4,0,3,0
"20472","66004","LYNX1","ENSG00000180155",2,3,13,1,3,0,1,0
"20473","66005","CHID1","ENSG00000177830",4,37,13,6,43,0,2,0
"20474","66008","TRAK2","ENSG00000115993",70,314,178,53,347,8,66,8
"20478","66035","SLC2A11","ENSG00000133460",12,13,13,6,13,0,0,0
"20479","66035","SLC2A11","ENSG00000275744",12,13,13,6,13,0,0,0
"20480","66036","MTMR9","ENSG00000104643",17,95,56,11,134,3,33,1
"20481","66036","MTMR9","ENSG00000285032",17,95,56,11,134,3,33,1
"20482","66037","BOLL","ENSG00000152430",2,10,1,0,4,0,0,0
"22197","78986","DUSP26","ENSG00000133878",1,0,0,0,0,0,1,0
"22198","78987","CRELD1","ENSG00000163703",5,40,32,1,76,1,7,1
"22199","78988","MRPL57","ENSG00000173141",7,10,5,7,14,0,1,0
"22200","78989","COLEC11","ENSG00000118004",1,0,0,0,0,0,0,0
"22201","78990","OTUB2","ENSG00000089723",2,7,8,13,13,0,1,0
"22202","78990","OTUB2","ENSG00000277276",2,7,8,13,13,0,1,0
"22203","78991","PCYOX1L","ENSG00000145882",5,98,58,11,107,3,19,0
"22204","78992","YIPF2","ENSG00000130733",0,13,9,2,12,0,3,0
"22205","78994","PRR14","ENSG00000156858",21,37,113,12,92,3,12,2
"22206","78995","HROB","ENSG00000125319",0,4,4,0,3,0,0,0
"22207","78996","CYREN","ENSG00000122783",67,74,39,28,76,3,3,4
"22208","78997","GDAP1L1","ENSG00000124194",5,6,5,3,9,0,0,0
"22209","78998","RHPN1-AS1","ENSG00000254389",0,0,0,0,0,0,0,0
"22210","78999","LRFN4","ENSG00000173621",1,4,6,0,3,1,0,0
"22212","79000","AUNIP","ENSG00000127423",6,3,0,1,1,0,4,0
"22213","79001","VKORC1","ENSG00000167397",7,7,0,1,12,1,0,0
"22214","79002","TRIR","ENSG00000123144",41,127,125,55,109,1,30,2
"22215","79003","MIS12","ENSG00000167842",4,38,18,6,57,0,19,1
"22216","79004","CUEDC2","ENSG00000107874",2,25,12,7,29,0,5,1
"22217","79005","SCNM1","ENSG00000163156",0,11,2,0,13,0,2,0
"22218","79006","METRN","ENSG00000103260",0,3,1,1,1,0,0,0
"22219","79007","DBNDD1","ENSG00000003249",1,5,3,3,5,4,0,2
"22220","79009","DDX50","ENSG00000107625",12,60,39,16,72,2,23,3
"22221","79012","CAMKV","ENSG00000164076",0,0,0,0,0,0,0,0
"22222","79015","LINC01260","ENSG00000283440",0,9,3,1,3,0,1,0
"22223","79016","DDA1","ENSG00000130311",17,29,30,12,37,2,8,0
"22224","79017","GGCT","ENSG00000006625",3,11,4,1,27,0,2,0
"22225","79018","GID4","ENSG00000141034",6,32,10,5,24,0,2,0
"22226","79019","CENPM","ENSG00000100162",1,1,0,1,2,0,0,0
"22227","79020","C7orf25","ENSG00000136197",7,17,12,2,15,0,3,0
"22228","79022","TMEM106C","ENSG00000134291",8,50,14,15,20,0,0,0
"22229","79023","NUP37","ENSG00000075188",6,14,8,2,21,0,3,0
"22230","79025","FNDC11","ENSG00000125531",0,2,0,0,1,0,0,0
"22231","79026","AHNAK","ENSG00000124942",785,5077,6595,1813,16493,455,3336,255
"22232","79027","ZNF655","ENSG00000197343",34,334,247,51,640,18,118,7
"22233","79029","SPATA5L1","ENSG00000171763",14,15,12,6,15,0,4,0
"22235","79031","PDCL3","ENSG00000115539",5,7,5,4,6,0,3,0
"22236","79033","ERI3","ENSG00000117419",3,20,23,4,36,0,3,0
"22237","79034","C7orf26","ENSG00000146576",16,31,21,18,55,5,6,2
"22238","79035","NABP2","ENSG00000139579",1,8,10,6,11,1,3,1
"22239","79036","KXD1","ENSG00000105700",14,46,79,19,88,6,28,3
"22240","79037","PVRIG","ENSG00000213413",12,85,50,18,44,1,13,0
"22241","79038","ZFYVE21","ENSG00000100711",0,46,10,1,22,0,1,0
"22242","79039","DDX54","ENSG00000123064",34,80,92,32,50,5,33,3
"22243","79041","TMEM38A","ENSG00000072954",0,0,0,2,7,0,0,0
"22244","79042","TSEN34","ENSG00000170892",0,0,0,0,0,0,0,0
"22245","79042","TSEN34","ENSG00000274672",0,0,0,0,0,0,0,0
"22246","79042","TSEN34","ENSG00000275165",0,0,0,0,0,0,0,0
"22247","79042","TSEN34","ENSG00000273896",0,0,0,0,0,0,0,0
"22248","79042","TSEN34","ENSG00000274078",0,0,0,0,0,0,0,0
"22249","79042","TSEN34","ENSG00000274796",0,0,0,0,0,0,0,0
"22250","79042","TSEN34","ENSG00000278622",0,0,0,0,0,0,0,0
"22251","79042","TSEN34","ENSG00000278712",0,0,0,0,0,0,0,0
"22252","79042","TSEN34","ENSG00000278605",0,0,0,0,0,0,0,0
"22253","79042","TSEN34","ENSG00000274129",0,0,0,0,0,0,0,0
"22254","79047","KCTD15","ENSG00000153885",8,3,31,7,20,3,1,0
"22255","79048","SECISBP2","ENSG00000187742",33,222,150,50,329,9,101,7
"22257","79050","NOC4L","ENSG00000184967",2,14,23,9,9,0,5,3
"22258","79050","NOC4L","ENSG00000288146",2,14,23,9,9,0,5,3
"22259","79053","ALG8","ENSG00000159063",3,42,21,0,27,0,4,0
"22260","79054","TRPM8","ENSG00000144481",1,0,0,0,0,0,0,0
"22261","79056","PRRG4","ENSG00000135378",15,5,11,7,9,0,7,1
"22262","79057","PRRG3","ENSG00000130032",0,0,0,0,0,0,0,0
"22263","79058","ASPSCR1","ENSG00000169696",23,25,34,2,30,0,5,0
"22264","79064","TMEM223","ENSG00000168569",2,7,14,9,15,1,4,1
"22265","79065","ATG9A","ENSG00000198925",19,62,41,21,75,0,4,0
"22266","79066","METTL16","ENSG00000127804",24,114,47,10,145,6,38,3
"22267","79068","FTO","ENSG00000140718",24,80,57,14,129,3,28,1
"22268","79070","POGLUT2","ENSG00000134901",0,0,1,0,3,0,0,0
"22269","79071","ELOVL6","ENSG00000170522",5,7,18,0,10,0,2,2
"22270","79072","FASTKD3","ENSG00000124279",4,15,8,0,23,0,1,0
"22271","79073","TMEM109","ENSG00000110108",17,36,44,8,65,6,15,1
"22272","79074","C2orf49","ENSG00000135974",6,28,24,2,44,4,6,4
"22273","79075","DSCC1","ENSG00000136982",0,3,0,0,4,0,1,0
"22274","79077","DCTPP1","ENSG00000179958",4,2,1,1,8,0,0,0
"22275","79078","C1orf50","ENSG00000164008",7,10,6,4,11,0,3,1
"22276","79080","CCDC86","ENSG00000110104",0,12,14,1,7,1,5,1
"22277","79081","LBHD1","ENSG00000162194",6,24,23,5,46,0,3,0
"22278","79083","MLPH","ENSG00000115648",2,0,0,0,0,0,0,0
"22279","79084","WDR77","ENSG00000116455",6,43,30,13,97,0,8,1
"22280","79085","SLC25A23","ENSG00000125648",8,17,6,7,37,1,11,1
"22281","79086","SMIM7","ENSG00000214046",21,55,40,7,86,1,11,1
"22282","79087","ALG12","ENSG00000182858",5,37,24,19,40,1,2,0
"22283","79088","ZNF426","ENSG00000130818",6,19,5,6,30,0,5,0
"22284","79089","TMUB2","ENSG00000168591",14,50,51,8,92,3,12,1
"22285","79090","TRAPPC6A","ENSG00000007255",8,12,5,7,14,0,4,0
"22286","79091","METTL22","ENSG00000067365",13,42,28,11,69,0,5,0
"22287","79092","CARD14","ENSG00000141527",4,18,23,4,43,0,1,1
"22288","79094","CHAC1","ENSG00000128965",0,0,0,1,0,0,0,0
"22289","79095","BBLN","ENSG00000171159",50,50,12,20,14,0,1,0
"22292","79096","C11orf49","ENSG00000149179",11,27,18,1,38,1,4,0
"22293","79097","TRIM48","ENSG00000150244",0,0,0,0,0,0,0,0
"22294","79098","C1orf116","ENSG00000182795",14,21,6,3,2,1,0,0
"22295","79100","LINC00626","ENSG00000225826",0,0,0,0,0,0,0,0
"22296","79101","TAF1D","ENSG00000166012",18,94,86,14,173,8,38,7
"22297","79102","RNF26","ENSG00000173456",5,17,23,7,22,0,8,0
"22298","79104","MEG8",NA,0,1,0,0,1,0,0,0
"22299","79109","MAPKAP1","ENSG00000119487",16,116,91,38,222,3,40,1
"22303","79132","DHX58","ENSG00000108771",0,0,0,0,0,0,0,0
"22304","79133","NDUFAF5","ENSG00000101247",10,16,17,5,38,1,12,1
"22305","79134","TMEM185B","ENSG00000226479",11,55,29,6,79,0,12,0
"22306","79135","APOO","ENSG00000184831",0,4,3,0,3,0,0,0
"22307","79136","LY6G6E",NA,0,0,0,0,0,0,0,0
"22308","79137","RETREG2","ENSG00000144567",48,125,82,29,135,6,31,4
"22309","79139","DERL1","ENSG00000136986",26,109,62,48,151,12,33,11
"22310","79140","CCDC28B","ENSG00000160050",1,11,8,1,24,0,1,0
"22311","79142","PHF23","ENSG00000040633",10,35,16,13,63,2,6,1
"22312","79143","MBOAT7","ENSG00000125505",0,0,0,0,0,0,0,0
"22313","79143","MBOAT7","ENSG00000277025",0,0,0,0,0,0,0,0
"22314","79143","MBOAT7","ENSG00000277923",0,0,0,0,0,0,0,0
"22315","79143","MBOAT7","ENSG00000275118",0,0,0,0,0,0,0,0
"22316","79143","MBOAT7","ENSG00000277733",0,0,0,0,0,0,0,0
"22317","79143","MBOAT7","ENSG00000278519",0,0,0,0,0,0,0,0
"22318","79143","MBOAT7","ENSG00000278322",0,0,0,0,0,0,0,0
"22319","79143","MBOAT7","ENSG00000274194",0,0,0,0,0,0,0,0
"22320","79143","MBOAT7","ENSG00000276935",0,0,0,0,0,0,0,0
"22321","79143","MBOAT7","ENSG00000273592",0,0,0,0,0,0,0,0
"22322","79144","PPDPF","ENSG00000125534",59,154,79,35,29,3,13,3
"22323","79145","CHCHD7","ENSG00000170791",5,40,14,5,36,3,11,1
"22324","79147","FKRP","ENSG00000181027",14,23,27,9,25,0,6,0
"22325","79148","MMP28","ENSG00000271447",0,0,0,0,0,0,0,0
"22326","79148","MMP28","ENSG00000278843",0,0,0,0,0,0,0,0
"22327","79149","ZSCAN5A","ENSG00000131848",0,4,8,2,6,0,0,0
"22329","79152","FA2H","ENSG00000103089",0,0,0,0,0,0,1,0
"22330","79153","GDPD3","ENSG00000102886",1,8,7,0,25,0,0,0
"22331","79154","DHRS11","ENSG00000278535",0,0,0,0,0,0,0,0
"22332","79154","DHRS11","ENSG00000275397",0,0,0,0,0,0,0,0
"22333","79155","TNIP2","ENSG00000168884",10,34,43,20,34,2,8,0
"22334","79156","PLEKHF1","ENSG00000166289",9,14,29,1,14,1,0,0
"22335","79157","MFSD11","ENSG00000092931",23,36,37,10,80,5,9,0
"22336","79158","GNPTAB","ENSG00000111670",45,267,244,40,616,15,142,9
"22337","79159","NOL12","ENSG00000273899",0,6,7,1,11,0,1,0
"22345","79161","TMEM243","ENSG00000135185",13,54,19,13,68,2,2,1
"22346","79165","LENG1","ENSG00000105617",0,0,0,0,0,0,0,0
"22347","79165","LENG1","ENSG00000275935",0,0,0,0,0,0,0,0
"22348","79165","LENG1","ENSG00000278426",0,0,0,0,0,0,0,0
"22349","79165","LENG1","ENSG00000277457",0,0,0,0,0,0,0,0
"22350","79165","LENG1","ENSG00000276628",0,0,0,0,0,0,0,0
"22351","79165","LENG1","ENSG00000276774",0,0,0,0,0,0,0,0
"22352","79165","LENG1","ENSG00000278257",0,0,0,0,0,0,0,0
"22353","79165","LENG1","ENSG00000277808",0,0,0,0,0,0,0,0
"22354","79165","LENG1","ENSG00000278516",0,0,0,0,0,0,0,0
"22355","79165","LENG1","ENSG00000276959",0,0,0,0,0,0,0,0
"22356","79166","LILRP2","ENSG00000170858",0,0,0,0,0,0,0,0
"22357","79166","LILRP2","ENSG00000274861",0,0,0,0,0,0,0,0
"22358","79166","LILRP2","ENSG00000275442",0,0,0,0,0,0,0,0
"22359","79166","LILRP2","ENSG00000273755",0,0,0,0,0,0,0,0
"22360","79166","LILRP2","ENSG00000274842",0,0,0,0,0,0,0,0
"22361","79166","LILRP2","ENSG00000277267",0,0,0,0,0,0,0,0
"22362","79166","LILRP2","ENSG00000274120",0,0,0,0,0,0,0,0
"22363","79166","LILRP2","ENSG00000275289",0,0,0,0,0,0,0,0
"22364","79166","LILRP2","ENSG00000274826",0,0,0,0,0,0,0,0
"22365","79166","LILRP2","ENSG00000276247",0,0,0,0,0,0,0,0
"22366","79166","LILRP2","ENSG00000273528",0,0,0,0,0,0,0,0
"22367","79166","LILRP2","ENSG00000273922",0,0,0,0,0,0,0,0
"22368","79166","LILRP2","ENSG00000274788",0,0,0,0,0,0,0,0
"22369","79166","LILRP2","ENSG00000277963",0,0,0,0,0,0,0,0
"22370","79166","LILRP2","ENSG00000277271",0,0,0,0,0,0,0,0
"22371","79166","LILRP2","ENSG00000276243",0,0,0,0,0,0,0,0
"22372","79166","LILRP2","ENSG00000276512",0,0,0,0,0,0,0,0
"22373","79166","LILRP2","ENSG00000278288",0,0,0,0,0,0,0,0
"22374","79166","LILRP2","ENSG00000273883",0,0,0,0,0,0,0,0
"22375","79166","LILRP2","ENSG00000273666",0,0,0,0,0,0,0,0
"22376","79166","LILRP2","ENSG00000278795",0,0,0,0,0,0,0,0
"22377","79166","LILRP2","ENSG00000275462",0,0,0,0,0,0,0,0
"22378","79166","LILRP2","ENSG00000276976",0,0,0,0,0,0,0,0
"22379","79166","LILRP2","ENSG00000273864",0,0,0,0,0,0,0,0
"22380","79166","LILRP2","ENSG00000284314",0,0,0,0,0,0,0,0
"22381","79166","LILRP2","ENSG00000284030",0,0,0,0,0,0,0,0
"22382","79166","LILRP2","ENSG00000284593",0,0,0,0,0,0,0,0
"22383","79166","LILRP2","ENSG00000284339",0,0,0,0,0,0,0,0
"22384","79166","LILRP2","ENSG00000283942",0,0,0,0,0,0,0,0
"22385","79166","LILRP2","ENSG00000283983",0,0,0,0,0,0,0,0
"22386","79166","LILRP2","ENSG00000284097",0,0,0,0,0,0,0,0
"22387","79166","LILRP2","ENSG00000284374",0,0,0,0,0,0,0,0
"22388","79166","LILRP2","ENSG00000283732",0,0,0,0,0,0,0,0
"22389","79166","LILRP2","ENSG00000284405",0,0,0,0,0,0,0,0
"22390","79166","LILRP2","ENSG00000284051",0,0,0,0,0,0,0,0
"22391","79166","LILRP2","ENSG00000284141",0,0,0,0,0,0,0,0
"22392","79166","LILRP2","ENSG00000283800",0,0,0,0,0,0,0,0
"22393","79166","LILRP2","ENSG00000283794",0,0,0,0,0,0,0,0
"22394","79168","LILRA6","ENSG00000244482",0,1,0,0,0,0,0,0
