"","ENTREZID","SYMBOL","ENSEMBL","SRR7251660","SRR7251661","SRR7251662","SRR7251664","SRR7251665","SRR7251667","SRR7251668","SRR7251670"
"22395","79168","LILRA6","ENSG00000275584",0,1,0,0,0,0,0,0
"22396","79168","LILRA6","ENSG00000277177",0,1,0,0,0,0,0,0
"22397","79168","LILRA6","ENSG00000275539",0,1,0,0,0,0,0,0
"22398","79168","LILRA6","ENSG00000274148",0,1,0,0,0,0,0,0
"22399","79169","C1orf35","ENSG00000143793",12,24,16,3,15,0,9,0
"22407","79170","PRR15L","ENSG00000167183",0,4,0,0,9,0,0,0
"22408","79171","RBM42","ENSG00000126254",10,40,41,21,23,0,6,2
"22409","79172","CENPO","ENSG00000138092",0,22,13,4,19,0,1,1
"22410","79173","BRME1","ENSG00000132016",0,0,0,0,1,0,0,0
"22411","79173","BRME1","ENSG00000288152",0,0,0,0,1,0,0,0
"22412","79174","CRELD2","ENSG00000184164",19,26,23,9,23,2,4,1
"22413","79175","ZNF343","ENSG00000088876",0,26,15,5,44,0,6,0
"22414","79176","FBXL15","ENSG00000107872",8,13,7,2,7,1,0,0
"22415","79177","ZNF576","ENSG00000124444",0,9,5,3,7,0,0,0
"22416","79178","THTPA","ENSG00000259431",9,31,22,6,59,0,6,0
"22424","79180","EFHD2","ENSG00000142634",140,197,362,102,249,45,101,14
"22425","79183","TTPAL","ENSG00000124120",19,83,50,18,129,5,23,5
"22426","79184","BRCC3","ENSG00000185515",0,1,0,0,0,0,0,0
"22427","79187","FSD1","ENSG00000105255",9,3,2,0,1,0,0,0
"22428","79188","TMEM43","ENSG00000170876",12,106,111,32,242,7,21,0
"22437","79190","IRX6","ENSG00000159387",0,0,0,0,0,0,0,0
"22438","79191","IRX3","ENSG00000177508",1,8,0,0,0,0,0,0
"22439","79192","IRX1","ENSG00000170549",0,0,0,0,0,0,0,0
"22453","79228","THOC6","ENSG00000131652",5,11,14,6,16,1,3,0
"22460","79230","ZNF557","ENSG00000130544",11,49,24,18,84,5,30,0
"22461","79258","MMEL1","ENSG00000142606",0,0,0,0,1,0,0,0
"22462","79258","MMEL1","ENSG00000277131",0,0,0,0,1,0,0,0
"22463","79269","DCAF10","ENSG00000122741",34,72,69,10,139,4,15,4
"22464","79290","OR13A1","ENSG00000256574",0,0,0,0,0,0,0,0
"22465","79290","OR13A1","ENSG00000277495",0,0,0,0,0,0,0,0
"22466","79295","OR5H6","ENSG00000230301",1,0,0,0,0,0,0,0
"22468","79310","OR5H2","ENSG00000197938",0,0,0,0,0,0,0,0
"22469","79315","OR7E91P","ENSG00000205847",0,0,0,0,0,0,0,0
"22470","79317","OR4K5","ENSG00000176281",0,0,0,0,0,0,0,0
"22478","79324","OR51G1","ENSG00000278870",4,0,0,0,0,0,0,0
"22479","79334","OR11H2","ENSG00000258453",0,0,0,0,0,0,0,0
"22480","79339","OR51B4","ENSG00000183251",0,0,0,0,0,0,0,0
"22481","79345","OR51B2","ENSG00000279012",3,0,0,0,0,0,1,0
"22488","79363","CPLANE2","ENSG00000132881",2,1,6,0,6,1,0,0
"22489","79364","ZXDC","ENSG00000070476",42,311,226,67,468,16,108,11
"22490","79365","BHLHE41","ENSG00000123095",5,4,4,2,11,1,1,0
"22491","79366","HMGN5","ENSG00000198157",0,12,4,0,0,0,2,0
"22492","79368","FCRL2","ENSG00000132704",11,108,54,18,247,0,0,0
"22493","79369","B3GNT4","ENSG00000176383",3,1,5,0,5,2,0,0
"22494","79370","BCL2L14","ENSG00000121380",0,0,0,0,0,0,0,0
"22495","79370","BCL2L14","ENSG00000281449",0,0,0,0,0,0,0,0
"22506","79400","NOX5","ENSG00000255346",4,0,0,0,0,0,0,0
"22508","79411","GLB1L","ENSG00000163521",8,6,10,5,5,0,3,0
"22509","79412","KREMEN2","ENSG00000131650",0,2,2,2,1,0,0,0
"22510","79413","ZBED2","ENSG00000177494",1,36,12,3,65,2,11,0
"22511","79414","LRFN3","ENSG00000126243",5,6,5,3,7,0,1,0
"22512","79415","CYBC1","ENSG00000178927",43,224,186,46,228,6,31,3
"22514","79441","HAUS3","ENSG00000214367",19,67,51,19,118,16,34,7
"22515","79442","LRRC2","ENSG00000163827",0,0,0,0,1,0,0,0
"22516","79443","FYCO1","ENSG00000163820",27,226,183,33,296,13,54,5
"22517","79444","BIRC7","ENSG00000101197",0,0,0,0,1,0,0,0
"22518","79446","WDR25","ENSG00000176473",1,3,8,6,17,0,3,0
"22519","79447","PAGR1","ENSG00000280789",25,52,40,23,75,0,12,0
"22520","79465","ULBP3","ENSG00000131019",0,0,0,0,2,0,0,0
"22521","79469","DLEU2L",NA,13,13,5,1,23,0,1,0
"22522","79473","OR52N1","ENSG00000181001",0,2,1,2,1,0,0,0
"22524","79501","OR4F5","ENSG00000186092",0,0,0,0,0,0,0,0
"22525","79541","OR2A4","ENSG00000180658",0,0,0,0,0,0,0,0
"22526","79544","OR4K1","ENSG00000155249",0,0,0,0,0,0,0,0
"22528","79567","RIPOR1","ENSG00000039523",44,100,193,22,189,7,41,12
"22529","79568","MAIP1","ENSG00000162972",2,9,7,0,12,0,7,0
"22531","79570","NKAIN1","ENSG00000084628",0,0,0,0,0,0,0,0
"22532","79571","GCC1","ENSG00000179562",16,40,25,20,35,3,10,3
"22533","79572","ATP13A3","ENSG00000133657",30,169,126,57,336,34,159,12
"22534","79573","TTC13","ENSG00000143643",20,150,158,25,260,6,24,4
"22535","79574","EPS8L3","ENSG00000198758",10,0,0,0,0,0,0,0
"22536","79575","ABHD8","ENSG00000127220",0,6,7,6,5,1,0,0
"22537","79576","NKAP","ENSG00000101882",10,42,15,8,50,1,6,1
"22538","79577","CDC73","ENSG00000134371",26,206,141,32,275,12,87,9
"22539","79581","SLC52A2","ENSG00000185803",0,0,1,0,0,0,0,0
"22540","79581","SLC52A2","ENSG00000285112",0,0,1,0,0,0,0,0
"22541","79582","SPAG16","ENSG00000144451",23,22,3,1,8,0,1,0
"22542","79583","TMEM231","ENSG00000205084",3,2,0,1,3,0,0,1
"22543","79585","CORO7","ENSG00000262246",0,22,28,7,51,2,5,0
"22544","79585","CORO7","ENSG00000282725",0,22,28,7,51,2,5,0
"22545","79586","CHPF","ENSG00000123989",4,3,5,0,2,0,0,0
"22546","79587","CARS2","ENSG00000134905",9,84,103,19,140,0,17,0
"22547","79589","RNF128","ENSG00000133135",0,0,0,0,0,0,0,0
"22548","79590","MRPL24","ENSG00000143314",2,17,14,0,16,3,3,0
"22549","79591","ARMH3","ENSG00000120029",19,85,102,14,247,0,39,0
"22550","79594","MUL1","ENSG00000090432",4,12,11,4,18,1,2,0
"22551","79595","SAP130","ENSG00000136715",8,69,106,22,168,21,50,16
"22552","79596","OBI1","ENSG00000152193",14,23,15,2,30,1,5,0
"22553","79598","CEP97","ENSG00000182504",2,36,22,3,82,2,11,0
"22555","79600","TCTN1","ENSG00000204852",6,22,4,1,25,0,3,0
"22556","79602","ADIPOR2","ENSG00000006831",64,168,68,36,153,2,27,6
"22557","79602","ADIPOR2","ENSG00000285070",64,168,68,36,153,2,27,6
"22558","79603","CERS4","ENSG00000090661",10,26,26,9,42,6,2,0
"22559","79605","PGBD5","ENSG00000177614",3,0,0,1,4,0,0,0
"22560","79607","FAM118B","ENSG00000197798",2,37,16,4,56,0,1,0
"22561","79608","RIC3","ENSG00000166405",16,67,16,4,84,1,9,0
"22562","79609","VCPKMT","ENSG00000100483",12,21,22,11,38,2,9,0
"22563","79611","ACSS3","ENSG00000111058",4,0,0,0,1,0,0,0
"22564","79612","NAA16","ENSG00000172766",9,182,87,16,226,6,70,4
"22565","79613","TANGO6","ENSG00000103047",14,122,81,16,185,3,16,4
"22566","79616","CCNJL","ENSG00000135083",38,16,5,8,8,5,1,4
"22567","79618","HMBOX1","ENSG00000147421",6,159,101,24,253,8,71,5
"22568","79621","RNASEH2B","ENSG00000136104",20,118,47,21,85,5,24,1
"22569","79622","SNRNP25","ENSG00000161981",1,1,6,0,14,0,2,0
"22570","79623","GALNT14","ENSG00000158089",5,0,1,0,3,0,1,0
"22571","79624","ARMT1","ENSG00000146476",1,17,8,2,18,0,3,0
"22572","79625","NDNF","ENSG00000173376",0,0,0,1,0,0,0,0
"22573","79626","TNFAIP8L2","ENSG00000163154",1,10,26,5,23,2,2,1
"22574","79627","OGFRL1","ENSG00000119900",39,105,175,27,199,25,100,6
"22575","79628","SH3TC2","ENSG00000169247",64,162,24,27,22,1,1,1
"22576","79629","OCEL1","ENSG00000099330",5,4,13,2,15,0,2,0
"22577","79630","C1orf54","ENSG00000118292",0,0,0,0,0,0,0,0
"22578","79631","EFL1","ENSG00000140598",8,57,56,12,122,6,19,0
"22579","79632","FAM184A","ENSG00000111879",9,17,6,6,12,0,3,1
"22580","79633","FAT4","ENSG00000196159",13,11,15,2,10,0,7,2
"22581","79634","SCRN3","ENSG00000144306",10,55,37,2,78,2,9,1
"22582","79635","CCDC121","ENSG00000176714",6,3,2,0,7,0,0,0
"22583","79637","ARMC7","ENSG00000125449",13,18,18,4,21,0,5,0
"22584","79639","TMEM53","ENSG00000126106",0,0,3,0,5,0,0,0
"22585","79640","C22orf46","ENSG00000184208",1,47,33,4,54,8,8,1
"22586","79641","ROGDI","ENSG00000067836",6,30,25,9,23,0,7,0
"22587","79642","ARSJ","ENSG00000180801",6,0,0,0,0,0,0,0
"22588","79643","CHMP6","ENSG00000176108",23,47,33,10,27,4,8,1
"22589","79644","SRD5A3","ENSG00000128039",0,4,14,1,13,0,5,1
"22590","79645","EFCAB1","ENSG00000034239",10,0,0,2,0,0,0,0
"22591","79646","PANK3","ENSG00000120137",33,114,69,18,121,11,42,2
"22592","79647","AKIRIN1","ENSG00000174574",19,161,82,24,122,9,40,8
"22593","79648","MCPH1","ENSG00000147316",12,95,70,23,165,6,53,3
"22594","79648","MCPH1","ENSG00000285262",12,95,70,23,165,6,53,3
"22595","79649","MAP7D3","ENSG00000129680",0,35,39,11,64,1,21,0
"22597","79650","USB1","ENSG00000103005",33,43,41,24,79,3,6,2
"22598","79651","RHBDF2","ENSG00000129667",35,108,236,35,184,5,23,1
"22599","79652","TMEM204","ENSG00000131634",4,39,11,11,10,1,0,0
"22600","79654","HECTD3","ENSG00000126107",3,50,96,15,111,1,23,0
"22601","79656","BEND5","ENSG00000162373",0,9,3,0,6,0,0,0
"22602","79657","RPAP3","ENSG00000005175",10,134,79,14,140,2,26,2
"22603","79658","ARHGAP10","ENSG00000071205",64,116,41,25,104,0,18,0
"22604","79659","DYNC2H1","ENSG00000187240",32,51,45,7,131,3,21,0
"22605","79660","PPP1R3B","ENSG00000173281",12,20,20,7,34,7,4,2
"22606","79660","PPP1R3B","ENSG00000285343",12,20,20,7,34,7,4,2
"22607","79661","NEIL1","ENSG00000140398",15,29,27,2,39,0,5,1
"22608","79663","HSPBAP1","ENSG00000169087",3,33,41,9,96,1,15,1
"22609","79664","ICE2","ENSG00000128915",21,143,70,29,166,2,30,2
"22610","79665","DHX40","ENSG00000108406",18,43,39,8,73,8,22,1
"22611","79666","PLEKHF2","ENSG00000175895",43,130,45,31,62,8,65,4
"22612","79667","KLF3-AS1",NA,6,8,7,6,19,0,4,0
"22613","79668","PARP8","ENSG00000151883",89,585,486,67,927,67,321,33
"22614","79669","C3orf52","ENSG00000114529",9,13,4,3,17,0,0,0
"22615","79669","C3orf52","ENSG00000285394",9,13,4,3,17,0,0,0
"22616","79670","TUT7","ENSG00000083223",81,420,553,59,796,87,231,39
"22617","79671","NLRX1","ENSG00000160703",7,17,26,12,17,0,1,0
"22618","79672","FN3KRP","ENSG00000141560",0,28,18,10,56,0,9,1
"22619","79673","ZNF329","ENSG00000181894",9,26,12,4,32,3,13,1
"22620","79674","VEPH1","ENSG00000197415",34,155,21,21,11,0,3,0
"22621","79675","FASTKD1","ENSG00000138399",21,35,22,6,63,0,8,1
"22622","79676","OGFOD2","ENSG00000111325",7,27,18,3,54,0,4,0
"22623","79677","SMC6","ENSG00000163029",35,135,196,18,259,6,61,2
"22624","79679","VTCN1","ENSG00000134258",4,0,0,0,0,0,0,0
"22625","79680","RTL10","ENSG00000215012",3,47,29,8,50,4,6,1
"22626","79682","CENPU","ENSG00000151725",5,14,3,1,4,0,10,0
"22627","79683","ZDHHC14","ENSG00000175048",6,13,34,6,18,0,0,1
"22628","79684","MSANTD2","ENSG00000120458",9,35,32,5,75,2,18,0
"22629","79685","SAP30L","ENSG00000164576",28,51,21,21,61,1,4,0
"22630","79686",NA,NA,4,40,49,5,81,0,12,0
"22631","79689","STEAP4","ENSG00000127954",18,12,32,5,34,6,12,4
"22632","79690","GAL3ST4","ENSG00000197093",2,8,1,3,16,1,3,4
"22633","79691","QTRT2","ENSG00000151576",14,59,52,7,131,2,19,2
"22634","79692","ZNF322","ENSG00000181315",0,0,0,0,0,0,0,0
"22635","79693","YRDC","ENSG00000196449",0,13,4,2,10,0,4,2
"22636","79694","MANEA","ENSG00000172469",17,31,22,0,28,1,2,0
"22637","79695","GALNT12","ENSG00000119514",6,30,12,1,25,3,1,2
"22638","79696","ZC2HC1C","ENSG00000119703",3,1,2,0,3,2,0,1
"22639","79698","ZMAT4","ENSG00000165061",4,2,0,0,2,0,0,0
"22640","79699","ZYG11B","ENSG00000162378",25,75,53,21,132,3,39,1
"22642","79701","OGFOD3","ENSG00000181396",6,25,11,10,34,1,2,0
"22643","79703","C11orf80","ENSG00000173715",4,35,18,6,97,4,3,3
"22644","79705","LRRK1","ENSG00000154237",14,47,130,15,136,3,27,1
"22645","79706","PRKRIP1","ENSG00000128563",0,0,0,0,0,0,0,0
"22646","79707","NOL9","ENSG00000162408",30,135,80,15,239,9,54,12
"22647","79709","COLGALT1","ENSG00000130309",30,92,157,34,157,9,44,8
"22648","79710","MORC4","ENSG00000133131",14,29,15,7,28,2,10,0
"22649","79711","IPO4","ENSG00000196497",11,42,34,13,60,5,11,4
"22650","79711","IPO4","ENSG00000285248",11,42,34,13,60,5,11,4
"22651","79712","GTDC1","ENSG00000121964",56,160,32,9,97,8,25,2
"22652","79713","IGFLR1","ENSG00000126246",13,8,16,13,36,0,1,1
"22653","79714","CCDC51","ENSG00000164051",1,0,0,0,7,0,2,0
"22654","79716","NPEPL1","ENSG00000215440",29,153,137,53,159,1,32,0
"22655","79717","PPCS","ENSG00000127125",3,40,20,6,57,0,10,0
"22656","79718","TBL1XR1","ENSG00000177565",132,484,210,91,445,18,105,9
"22657","79719","AAGAB","ENSG00000103591",14,80,27,9,92,0,25,0
"22658","79720","VPS37B","ENSG00000139722",41,102,86,36,88,11,42,4
"22659","79722","ANKRD55","ENSG00000164512",19,53,6,3,22,1,6,1
"22660","79723","SUV39H2","ENSG00000152455",6,21,14,1,21,1,2,1
"22661","79724","ZNF768","ENSG00000169957",4,17,10,2,12,2,1,2
"22662","79725","THAP9","ENSG00000168152",13,9,8,4,20,1,6,1
"22663","79726","WDR59","ENSG00000103091",10,127,62,9,290,2,21,6
"22664","79727","LIN28A","ENSG00000131914",3,0,2,0,1,0,3,1
"22665","79728","PALB2","ENSG00000083093",5,22,21,4,48,2,8,1
"22666","79729","SH3D21","ENSG00000214193",0,7,5,2,18,0,5,1
"22667","79730","NSUN7","ENSG00000179299",6,2,0,0,1,0,1,1
"22668","79731","NARS2","ENSG00000137513",11,54,19,6,47,0,6,0
"22669","79733","E2F8","ENSG00000129173",2,0,0,1,1,0,0,0
"22670","79734","KCTD17","ENSG00000100379",7,10,19,5,24,1,2,0
"22671","79735","TBC1D17","ENSG00000104946",7,50,49,8,63,0,10,0
"22672","79736","TEFM","ENSG00000172171",4,16,6,2,30,0,3,0
"22673","79738","BBS10","ENSG00000179941",4,15,6,0,17,1,1,1
"22674","79739","TTLL7","ENSG00000137941",16,20,4,1,3,1,0,0
"22675","79740","ZBBX","ENSG00000169064",5,0,2,0,0,0,0,0
"22676","79741","CCDC7","ENSG00000216937",15,82,20,11,31,2,16,2
"22677","79742","DIPK2B","ENSG00000147113",0,0,0,0,0,0,0,0
"22678","79744","ZNF419","ENSG00000105136",0,17,6,0,25,0,1,0
"22679","79745","CLIP4","ENSG00000115295",11,138,93,24,218,2,53,1
"22680","79746","ECHDC3","ENSG00000134463",0,1,2,0,1,0,0,0
"22681","79747","ADGB","ENSG00000118492",10,6,2,0,1,0,0,0
"22682","79748","LMAN1L","ENSG00000140506",0,0,1,0,0,0,0,0
"22684","79750","ZNF385D","ENSG00000151789",24,59,18,7,8,0,0,0
"22685","79751","SLC25A22","ENSG00000177542",0,26,24,9,25,0,5,0
"22686","79752","ZFAND1","ENSG00000104231",74,55,26,27,56,1,11,1
"22687","79753","SNIP1","ENSG00000163877",20,40,24,16,47,11,39,6
"22688","79754","ASB13","ENSG00000196372",4,9,8,1,14,0,1,0
"22689","79755","ZNF750","ENSG00000141579",0,5,6,3,11,0,0,0
"22690","79758","DHRS12","ENSG00000102796",0,38,18,7,43,2,9,1
"22691","79759","ZNF668","ENSG00000167394",1,9,17,2,15,2,3,0
"22693","79760","GEMIN7","ENSG00000142252",0,7,11,7,24,0,1,0
"22694","79762","C1orf115","ENSG00000162817",3,6,5,2,6,0,2,1
"22695","79763","ISOC2","ENSG00000063241",0,1,5,5,4,0,0,0
"22696","79767","ELMO3","ENSG00000102890",5,10,7,3,11,0,2,0
"22697","79768","KATNBL1","ENSG00000134152",5,37,28,3,62,2,12,0
"22698","79770","TXNDC15","ENSG00000113621",20,65,45,13,112,3,16,2
"22699","79772","MCTP1","ENSG00000175471",74,311,153,35,150,14,60,8
"22700","79774","GRTP1","ENSG00000139835",0,8,8,0,3,5,5,2
"22701","79776","ZFHX4","ENSG00000091656",0,0,0,0,0,0,0,0
"22702","79777","ACBD4","ENSG00000181513",9,36,29,6,48,0,1,1
"22703","79778","MICALL2","ENSG00000164877",0,3,3,0,2,0,0,0
"22705","79780","CCDC82","ENSG00000149231",13,90,136,27,170,27,33,6
"22706","79781","IQCA1","ENSG00000132321",0,2,0,1,1,0,0,0
"22707","79782","LRRC31","ENSG00000114248",0,0,0,0,0,0,0,0
"22708","79783","SUGCT","ENSG00000175600",1,1,0,0,4,0,0,0
"22709","79784","MYH14","ENSG00000105357",6,5,0,0,7,0,0,0
"22710","79785","RERGL","ENSG00000111404",1,0,0,0,0,0,0,0
"22711","79786","KLHL36","ENSG00000135686",7,33,50,15,43,5,4,3
"22712","79788","ZNF665","ENSG00000197497",0,13,5,0,10,0,0,0
"22713","79789","CLMN","ENSG00000165959",51,68,169,35,202,6,60,6
"22715","79791","FBXO31","ENSG00000103264",8,51,35,6,42,0,22,1
"22716","79792","GSDMD","ENSG00000104518",4,70,74,16,75,0,7,1
"22717","79792","GSDMD","ENSG00000278718",4,70,74,16,75,0,7,1
"22718","79794","SPRING1","ENSG00000111412",17,23,13,11,44,0,6,0
"22719","79796","ALG9","ENSG00000086848",0,0,0,0,0,0,0,0
"22720","79797","ZNF408","ENSG00000175213",2,10,6,6,3,0,2,0
"22721","79798","ARMC5","ENSG00000140691",0,26,12,10,22,1,10,4
"22722","79799","UGT2A3","ENSG00000135220",0,0,0,0,0,0,0,0
"22723","79799","UGT2A3","ENSG00000278216",0,0,0,0,0,0,0,0
"22725","79800","CARF","ENSG00000138380",5,100,66,3,145,0,26,2
"22726","79801","SHCBP1","ENSG00000171241",12,7,1,5,1,0,0,0
"22727","79802","HHIPL2","ENSG00000143512",2,4,2,0,1,0,0,0
"22728","79803","HPS6","ENSG00000166189",11,9,14,8,12,0,4,1
"22729","79804","HAND2-AS1","ENSG00000237125",1,0,0,0,0,0,0,1
"22730","79805","VASH2","ENSG00000143494",5,2,3,2,4,6,1,0
"22731","79807","GSTCD","ENSG00000138780",11,20,11,5,11,0,3,0
"22732","79809","TTC21B","ENSG00000123607",17,135,103,22,222,7,52,6
"22733","79810","PTCD2","ENSG00000049883",3,14,8,3,28,0,2,1
"22734","79811","SLTM","ENSG00000137776",131,514,358,77,616,33,209,12
"22735","79812","MMRN2","ENSG00000173269",1,10,1,0,10,0,0,0
"22736","79813","EHMT1","ENSG00000181090",47,253,222,55,361,15,75,4
"22737","79814","AGMAT","ENSG00000116771",12,13,3,2,12,1,4,1
"22738","79815","NIPAL2","ENSG00000104361",4,14,22,2,43,0,9,0
"22739","79816","TLE6","ENSG00000104953",0,0,0,0,2,0,0,0
"22740","79817","MOB3B","ENSG00000120162",11,15,15,6,26,0,10,0
"22741","79818","ZNF552","ENSG00000178935",14,51,26,8,44,1,8,0
"22742","79819","DNAI4","ENSG00000152763",9,16,6,4,11,0,1,0
"22744","79820","CATSPERB","ENSG00000133962",19,12,9,0,14,0,9,0
"22745","79820","CATSPERB","ENSG00000274338",19,12,9,0,14,0,9,0
"22746","79822","ARHGAP28","ENSG00000088756",24,2,0,0,0,0,0,0
"22747","79823","CAMKMT","ENSG00000143919",2,25,15,8,27,0,4,0
"22748","79825","EFCC1","ENSG00000114654",0,0,0,1,0,0,0,0
"22749","79827","CLMP","ENSG00000166250",0,10,1,1,9,0,0,2
"22750","79828","METTL8","ENSG00000123600",26,62,25,14,120,1,13,0
"22751","79829","NAA40","ENSG00000110583",10,49,48,11,135,2,7,0
"22752","79830","ZMYM1","ENSG00000197056",13,77,48,5,114,1,14,0
"22753","79831","KDM8","ENSG00000155666",4,34,16,3,48,0,6,1
"22754","79832","QSER1","ENSG00000060749",23,117,188,24,302,10,71,8
"22755","79833","GEMIN6","ENSG00000152147",4,4,6,0,8,0,0,0
"22756","79834","PEAK1","ENSG00000173517",38,83,135,7,263,5,55,7
"22757","79836","LONRF3","ENSG00000175556",1,19,18,6,28,3,19,1
"22758","79837","PIP4K2C","ENSG00000166908",1,36,22,6,69,0,4,0
"22759","79838","TMC5","ENSG00000103534",4,2,0,0,1,0,0,0
"22760","79839","CCDC102B","ENSG00000150636",14,17,3,1,13,0,3,0
"22763","79840","NHEJ1","ENSG00000187736",7,17,14,13,45,3,3,1
"22764","79841","AGBL2","ENSG00000165923",10,13,6,3,16,0,0,0
"22765","79841","AGBL2","ENSG00000285501",10,13,6,3,16,0,0,0
"22766","79842","ZBTB3","ENSG00000185670",0,8,5,8,7,0,0,0
"22767","79843","FAM124B","ENSG00000124019",0,1,0,1,0,1,0,0
"22768","79844","ZDHHC11","ENSG00000188818",3,9,10,1,25,0,6,0
"22769","79845","RNF122","ENSG00000133874",4,16,16,7,24,3,8,1
"22770","79846","CFAP69","ENSG00000105792",4,0,0,0,1,0,0,0
"22771","79847","MFSD13A","ENSG00000138111",9,7,14,2,28,0,1,0
"22772","79848","CSPP1","ENSG00000104218",22,119,107,14,175,7,42,8
"22773","79849","PDZD3","ENSG00000172367",0,1,0,0,1,0,0,0
"22774","79850","TLCD3A","ENSG00000167695",1,0,0,0,11,0,0,0
"22775","79852","EPHX3","ENSG00000105131",0,0,0,0,0,0,1,0
"22776","79853","TM4SF20","ENSG00000168955",0,1,0,0,1,0,0,0
"22777","79854","LINC00115","ENSG00000225880",6,8,9,0,3,4,3,0
"22778","79856","SNX22","ENSG00000157734",17,40,26,19,75,1,1,1
"22779","79857","FLJ13224","ENSG00000177340",1,7,10,4,5,0,1,0
"22780","79857","FLJ13224","ENSG00000282176",1,7,10,4,5,0,1,0
"22781","79858","NEK11","ENSG00000114670",6,6,3,1,17,0,1,0
"22782","79861","TUBAL3","ENSG00000178462",0,0,0,0,0,0,0,0
"22783","79862","ZNF669","ENSG00000188295",5,10,7,2,13,0,4,0
"22784","79863","RBFA","ENSG00000101546",3,22,14,3,23,0,2,0
"22785","79864","JHY","ENSG00000109944",0,12,9,1,19,1,3,0
"22786","79865","TREML2","ENSG00000112195",45,24,10,13,22,5,0,2
"22787","79866","BORA","ENSG00000136122",2,18,19,3,49,0,3,1
"22788","79867","TCTN2","ENSG00000168778",2,21,8,1,25,0,1,0
"22789","79868","ALG13","ENSG00000101901",11,229,191,21,382,9,72,4
"22790","79869","CPSF7","ENSG00000149532",35,119,176,25,283,16,49,3
"22791","79870","BAALC","ENSG00000164929",1,1,3,1,1,0,1,0
"22792","79871","RPAP2","ENSG00000122484",5,63,38,8,107,6,19,3
"22793","79872","CBLL1","ENSG00000105879",10,60,99,19,108,11,40,12
"22794","79873","NUDT18","ENSG00000275074",6,16,8,0,11,0,0,1
"22795","79874","RABEP2","ENSG00000177548",16,47,41,25,35,0,4,0
"22796","79875","THSD4","ENSG00000187720",0,0,0,0,0,0,0,0
"22797","79876","UBA5","ENSG00000081307",13,52,29,14,49,1,11,0
"22798","79877","DCAKD","ENSG00000172992",14,48,10,8,36,1,5,0
"22799","79879","CCDC134","ENSG00000100147",9,20,14,6,30,0,6,0
"22801","79882","ZC3H14","ENSG00000100722",21,77,87,15,149,7,53,2
"22802","79883","PODNL1","ENSG00000132000",1,1,5,0,3,0,1,0
"22803","79883","PODNL1","ENSG00000288195",1,1,5,0,3,0,1,0
"22804","79884","MAP9","ENSG00000164114",12,19,7,4,24,4,19,0
"22805","79885","HDAC11","ENSG00000163517",3,4,2,1,5,0,3,0
"22806","79886","CAAP1","ENSG00000120159",15,73,35,9,42,4,14,1
"22807","79887","PLBD1","ENSG00000121316",14,41,87,27,98,10,93,13
"22808","79888","LPCAT1","ENSG00000153395",78,150,205,52,305,5,72,7
"22809","79888","LPCAT1","ENSG00000275079",78,150,205,52,305,5,72,7
"22810","79890","RIN3","ENSG00000100599",62,252,392,116,354,24,90,16
"22811","79891","ZNF671","ENSG00000083814",6,36,19,2,42,1,4,0
"22812","79892","MCMBP","ENSG00000197771",28,99,51,25,177,6,28,2
"22813","79893","GGNBP2","ENSG00000278311",0,3,3,0,1,0,0,0
"22814","79893","GGNBP2","ENSG00000275099",0,3,3,0,1,0,0,0
"22815","79894","ZNF672","ENSG00000171161",9,47,52,23,49,0,8,2
"22816","79895","ATP8B4","ENSG00000104043",20,53,70,8,89,3,48,2
"22817","79896","THNSL1","ENSG00000185875",5,20,5,4,11,0,0,0
"22818","79897","RPP21","ENSG00000241370",0,0,0,0,0,0,0,0
"22819","79897","RPP21","ENSG00000239927",0,0,0,0,0,0,0,0
"22820","79897","RPP21","ENSG00000241863",0,0,0,0,0,0,0,0
"22821","79897","RPP21","ENSG00000241779",0,0,0,0,0,0,0,0
"22822","79897","RPP21","ENSG00000243009",0,0,0,0,0,0,0,0
"22823","79897","RPP21","ENSG00000242726",0,0,0,0,0,0,0,0
"22824","79897","RPP21","ENSG00000239865",0,0,0,0,0,0,0,0
"22825","79898","ZNF613","ENSG00000176024",0,9,6,2,17,0,2,0
"22826","79899","PRR5L","ENSG00000135362",6,55,88,15,198,0,13,1
"22828","79901","CYBRD1","ENSG00000071967",4,12,26,14,42,1,17,0
"22829","79902","NUP85","ENSG00000125450",0,63,43,25,152,0,20,1
"22830","79903","NAA60","ENSG00000122390",20,68,70,9,70,4,21,6
"22831","79905","TMC7","ENSG00000170537",5,1,0,0,0,0,0,0
"22832","79906","MORN1","ENSG00000116151",9,17,7,1,12,1,1,2
"22833","79908","BTNL8","ENSG00000113303",5,0,0,0,0,1,0,0
"22835","79912","PYROXD1","ENSG00000121350",11,35,19,1,54,2,5,3
"22836","79913","ACTR5","ENSG00000101442",7,13,21,3,54,3,3,0
"22837","79915","ATAD5","ENSG00000176208",19,51,43,11,76,5,23,1
"22838","79917","MAGIX","ENSG00000269313",0,0,0,0,0,0,0,0
"22839","79918","SETD6","ENSG00000103037",8,41,20,2,43,2,4,1
"22840","79919","MAB21L4","ENSG00000172478",0,0,0,0,0,0,0,0
"22841","79921","TCEAL4","ENSG00000133142",1,15,30,4,19,0,6,0
"22842","79922","MRM1","ENSG00000278619",0,0,0,0,0,0,0,0
